List of airliner shootdown incidents,ThatPeskyCommoner,1318672169,455665408
List of airliner shootdown incidents,212.143.119.241,1320322212,458794057
List of airliner shootdown incidents,Cydebot,1322228767,462407946
2000 Australia Beechcraft King Air crash,Dolphin51,1222430053,241107755
2000 Australia Beechcraft King Air crash,Dolphin51,1222431832,241111566
2000 Australia Beechcraft King Air crash,Dolphin51,1222474759,241237987
2000 Australia Beechcraft King Air crash,Dolphin51,1222474876,241238252
2000 Australia Beechcraft King Air crash,Dolphin51,1222474954,241238481
2000 Australia Beechcraft King Air crash,BilCat,1222476830,241242861
2000 Australia Beechcraft King Air crash,Anthony Appleyard,1222506664,241291884
2000 Australia Beechcraft King Air crash,Anthony Appleyard,1222507222,241292759
2000 Australia Beechcraft King Air crash,58.168.107.22,1225939682,249964573
2000 Australia Beechcraft King Air crash,Dolphin51,1229406454,258301851
2000 Australia Beechcraft King Air crash,DagErlingSmørgrav,1234616058,270654831
2000 Australia Beechcraft King Air crash,Rich Farmbrough,1259101223,327748148
2000 Australia Beechcraft King Air crash,Rich Farmbrough,1259790904,329320519
2000 Australia Beechcraft King Air crash,Mild Bill Hiccup,1260707106,331422223
2000 Australia Beechcraft King Air crash,71.60.242.92,1263087615,336912838
2000 Australia Beechcraft King Air crash,71.60.242.92,1263087674,336913062
2000 Australia Beechcraft King Air crash,Dolphin51,1263088532,336915468
2000 Australia Beechcraft King Air crash,Calistemon,1265632625,342687996
2000 Australia Beechcraft King Air crash,Calistemon,1265632666,342688053
2000 Australia Beechcraft King Air crash,Calistemon,1265632963,342688626
2000 Australia Beechcraft King Air crash,Calistemon,1265633001,342688698
2000 Australia Beechcraft King Air crash,Calistemon,1265633063,342688824
2000 Australia Beechcraft King Air crash,WilliamJE,1267379250,346915079
2000 Australia Beechcraft King Air crash,Dolphin51,1267395514,346966109
2000 Australia Beechcraft King Air crash,Richardguk,1267401232,346982080
2000 Australia Beechcraft King Air crash,203.129.151.153,1267544811,347309803
2000 Australia Beechcraft King Air crash,Dolphin51,1267584301,347433618
